PMID,NCTID,CombnID,DLT_Name,Grade,Duration,DLT_Exculsion,Comments
15539915,NA,94,treatment interruption due to chemotherapy-related toxicity of grade 62 or lasting 61 week,NA,NA,NA,NA
34301752,NCT02264678,95,neutropenia,4,>4 days,NA,NA
34301752,NCT02264678,95,neutropenia accompanied by fever of ≥38.5°C and/or systemic infection,3,NA,NA,NA
34301752,NCT02264678,95,"thrombocytopenia (25,000–<50,000 cells/mm3) with bleeding",3,NA,NA,NA
34301752,NCT02264678,95,Any other confirmed hematologic toxicity,>=4,NA,NA,NA
34301752,NCT02264678,95,Laboratory abnormalities,>=3,NA,FALSE,NA
34301752,NCT02264678,95,QTc prolongation (>500 ms),>=3,NA,NA,NA
34301752,NCT02264678,95,"Any other toxicity that was worse than that at baseline, was clinically significant and/or unacceptable, and did not respond to supportive care",NA,NA,NA,NA
34301752,NCT02264678,95,"Any event, including significant dose reductions or omissions, judged to be a DLT by the Safety Review Committee",NA,NA,NA,NA
16283312,NA,96,non-hematologic toxicities,3 or 4,NA,NA,NA
16283312,NA,96,thrombocytopenia,3 or 4,NA,NA,NA
16283312,NA,96,Neutropenia,3,NA,NA,NA
12506172,NA,97,neutropenia,4,NA,NA,NA
12506172,NA,97,thrombocytopenia,4,NA,NA,NA
12506172,NA,97,any nonhematologic toxic effect,3 or 4,NA,NA,NA
15218291,NA,98,neutropenia,4,>5 days,NA,NA
15218291,NA,98,thrombocytopenia,4,>5 days,NA,NA
15218291,NA,98,febrile neutropenia,3 or 4,NA,NA,NA
15218291,NA,98,nonhematologic toxicity,>=3,NA,FALSE,NA
15218291,NA,98,any treatment delay at day 8 of the first treatment cycle or at day1 of the second treatment cycle because of unresolved toxicity,NA,NA,NA,NA
11786589,NA,99,neutropenia,4,>3 days,NA,NA
11786589,NA,99,neutropenia associated with fever >= 38.1°C,3 or 4,NA,NA,NA
11786589,NA,99,thrombocytopenia,4,>3 days,NA,NA
11786589,NA,99,nonhematologic toxicity,3 or 4,NA,FALSE,NA
11786589,NA,99,"nausea, vomiting, or mucositis not reduced to grade 1 with maximal supportive therapy",3 or 4,NA,NA,NA
11786589,NA,99,diarrhea or a second occurrence of grade 2 diarrhea,3 or 4,NA,NA,NA
11786589,NA,99,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,2,NA,NA,NA
11786589,NA,99,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,3,NA,NA,NA
11786589,NA,99,inability to administer two successive doses of gemcitabine within the first treatment cycle; or delay of  14 days in initiating the second cycle of therapy because of persistent toxicity of grade 2 or higher,NA,NA,NA,NA
16446337,NA,100,neutropenia,4,NA,NA,NA
16446337,NA,100,neutropenic fever/sepsis,NA,NA,NA,NA
16446337,NA,100,thrombocytopenia,>=3,NA,NA,NA
16446337,NA,100,nausea despite adequate supportive care,>=3,>=4 days,NA,NA
16446337,NA,100,vomiting despite adequate supportive care,>=3,>=4 days,NA,NA
16446337,NA,100,diarrhea despite adequate supportive care,>=3,>=4 days,NA,NA
16446337,NA,100,nonhematologic toxicity,>=3,NA,NA,NA
16446337,NA,100,asymptomatic lab abnormalities,4,NA,NA,NA
16446337,NA,100,any single interruption of radiation therapy >= 10 days or > 2 interruptions per radiation course,NA,NA,NA,NA
16446337,NA,100,delay of completion of radiation therapy > 14 days,NA,NA,NA,NA
16446337,NA,100,"inability to deliver > 85% of planned treatment, or any treatment-related hospitalization or death",NA,NA,NA,NA
12377646,NA,101,hematological toxicity,4,NA,NA,NA
12377646,NA,101,nonhematologic toxicity,>=3,NA,FALSE,NA
10561233,NA,102,ANC less than 500/µL,NA,>5 days,NA,NA
10561233,NA,102,"ANC less than 1,000/µL with fever",NA,NA,NA,NA
10561233,NA,102,"platelet count less than 25,000/µL",NA,NA,NA,NA
10561233,NA,102,hemoglobin level less than 6.5 mg/dL,NA,NA,NA,NA
10561233,NA,102,"nonhematologic toxicity that did not improve to at least grade 1 within 2 days after the institution of appropriate therapy, or that led to the interruption of capecitabine treatment or delayed paclitaxel treatment for more than 2 weeks",>=3,NA,NA,NA
12393999,NA,103,neutropenia,4,>5 days,NA,NA
12393999,NA,103,thrombocytopenia,4,>5 days,NA,NA
12393999,NA,103,neutropenia associated with fever >= grade II,3 or 4,NA,NA,NA
12393999,NA,103,neutropenia on treatment day,>=3,NA,NA,NA
12393999,NA,103,hand–foot syndrome and not reduced to grade I before the scheduled nexttreatment course,>=2,NA,NA,NA
12393999,NA,103,diarrhea persisting after optimal antidiarrheal and/or antiemetic support,>=2,NA,NA,NA
12393999,NA,103,"nausea or vomiting persisting after optimal antidiarrheal and/or antiemetic support, respectively",>=3,NA,NA,NA
12393999,NA,103,"unable to complete more than 75% dose of either drug in course 1, that is, missing more than 14 doses of capecitabine and/or a dose delay of more than 7 days in course 2 of irinotecan because of toxicity",NA,NA,NA,NA
12393999,NA,103,"any nonhematologic toxicity, which is probably or definitely related to irinotecan or capecitabine",>=3,NA,FALSE,NA
15312392,NA,104,hematologic toxicity,3 or 4,>7 days,NA,NA
15312392,NA,104,mucositis,3 or 4,>3 weeks,NA,NA
15312392,NA,104,hand-foot syndrome,2,>3 weeks,NA,NA
15312392,NA,104,hand-foot syndrome,3,NA,NA,NA
15312392,NA,104,diarrhea,4,NA,NA,NA
15312392,NA,104,a delay in the administration of >7 days of radiotherapy due to toxicity,NA,NA,NA,NA
16062072,NA,105,hematologic toxicity,4,NA,NA,NA
16062072,NA,105,nonhematologic toxicity,3,NA,NA,NA
16062072,NA,105,peripheral neuropathy,2,NA,NA,NA
16504126,NA,106,neutropenia,4,>3 days,NA,NA
16504126,NA,106,neutropenia associated with fever ≥ 38.1°C,3 or 4,NA,NA,NA
16504126,NA,106,thrombocytopenia,4,>3 days,NA,NA
16504126,NA,106,anemia,4,NA,NA,NA
16504126,NA,106,nonhematologic toxicity,3 or 4,NA,FALSE,NA
16504126,NA,106,"nausea, vomiting, or mucositis",3 or 4,NA,NA,NA
16504126,NA,106,diarrhea or a second occurrence of grade 2 diarrhea,3 or 4,NA,NA,NA
16504126,NA,106,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,2,NA,NA,NA
16504126,NA,106,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,3,NA,NA,NA
16504126,NA,106,delay of ≥ 14 days in initiating the second or the third cycle of therapy because of persistent toxicity of grade 2 or higher,NA,NA,NA,NA
12351595,NA,107,any nonhematologic toxicity,3,NA,FALSE,NA
12351595,NA,107,vomiting,4,NA,NA,NA
12351595,NA,107,stomatitis,3,NA,NA,NA
12351595,NA,107,diarrhea that does not resolve to grade 0 to 2 within 2 days,NA,NA,NA,NA
12351595,NA,107,hand-foot syndrome that does not resolve to grade 0 to 2 within 1 week of starting symptomatic/prophylactic treatment,3,NA,NA,NA
12351595,NA,107,neutropenia,4,NA,NA,NA
12351595,NA,107,neutropenic fever,3 or 4,NA,NA,NA
12351595,NA,107,"thrombocytopenia, hemorrhage, or infection",4,NA,NA,NA
12351595,NA,107,hyperbilirubinemia,4,NA,NA,NA
12351595,NA,107,shift in liver transaminase concentrations,3,NA,NA,NA
15894361,NA,109,diarrhoea,3 or 4,NA,NA,NA
15894361,NA,109,mucositis,3 or 4,NA,NA,NA
15894361,NA,109,skin toxicity,3 or 4,NA,NA,NA
15894361,NA,109,bladder toxicity,3 or 4,NA,NA,NA
15894361,NA,109,neutropenia associated with fever,4,NA,NA,NA
15894361,NA,109,neutropenia,4,>7 days,NA,NA
15894361,NA,109,thrombocytopenia,3 or 4,NA,NA,NA
34562230,NCT02419495,111,any selinexor-related hematologic adverseevent,4,NA,NA,NA
34562230,NCT02419495,111,thrombocytopenia associated with clinically signifcant bleeding,>=3,NA,NA,NA
34562230,NCT02419495,111,febrile neutropenia,NA,NA,NA,NA
34562230,NCT02419495,111,non-hematologic adverse event despite optimal supportive medications,>=3,NA,FALSE,NA
34607210,NCT02944396,112,thrombocytopenia,4,NA,NA,NA
34607210,NCT02944396,112,neutropenia,4,NA,NA,NA
34607210,NCT02944396,112,febrile neutropenia,4,NA,NA,NA
34607210,NCT02944396,112,febrile neutropenia with fever,3,>7 days,NA,NA
34607210,NCT02944396,112,nonhematological toxicity representing ≥2 grade increase from baseline attributed to veliparib,>=3,NA,NA,NA
34607210,NCT02944396,112,nonhematologic or non-skin toxicity representing ≥2 grade increase from baseline attributed to veliparib or nivolumab,2,NA,NA,NA
34607210,NCT02944396,112,"any toxicity representing increase from baseline attributed to veliparib requiring dose modification or omission of carboplatin, paclitaxel, or pemetrexed at Cycle 2 or 3",>=2,NA,NA,NA
34607210,NCT02944396,112,any treatment related uveitis/eye pain that did not improve with topical therapy,2,NA,NA,NA
34607210,NCT02944396,112,any treatment related pneumonitis/interstitial lung disease that did not resolve with dose delay and systemic steroids,2,NA,NA,NA
34311345,NCT02412371,113,non-hematological toxicity,>=3,NA,NA,NA
34311345,NCT02412371,113,esophagitis,>=4,NA,NA,NA
34311345,NCT02412371,113,dysphagia,4,NA,NA,NA
34311345,NCT02412371,113,odynophagia requiring treatment interruption for >7 days,4,NA,NA,NA
34311345,NCT02412371,113,clinically severe radiation-related toxicity,NA,NA,NA,NA
34311345,NCT02412371,113,discontinuation of RT (<50 Gy),NA,NA,NA,NA
34311345,NCT02412371,113,neutropenia,>=4,7 days,NA,NA
34311345,NCT02412371,113,febrile neutropenia,NA,NA,NA,NA
34311345,NCT02412371,113,thrombocytopenia,>=4,NA,NA,NA
34311345,NCT02412371,113,seizure,>=2,NA,NA,NA
34311345,NCT02412371,113,nausea and vomiting despite antiemetic treatment,4,>48 h,NA,NA
16284056,NA,114,absolute neutrophil count (ANC)<500 mm3,NA,>=5 days,NA,NA
16284056,NA,114,neutropenic fever defined as ANC <500 mm3 with fever >38.5C (single evaluation) or temperature >38 C in two evaluations lasting 12 h each,NA,NA,NA,NA
16284056,NA,114,platelets <25 000/mm3,NA,>5 days,NA,NA
16284056,NA,114,platelets <25 000/mm3 with bleedingrequiring transfusions,NA,NA,NA,NA
16284056,NA,114,non-hematological toxicity,3 or 4,NA,FALSE,NA
31174889,NCT02092363,115,any possible treatment emergent,>=3,NA,FALSE,NA
31174889,NCT02092363,115,"any AE that results in the subject being discontinued from study that occurs any time from study days 0 to 28, unless the event could be clearly attributed to another cause.",NA,NA,NA,NA
31174889,NCT02092363,115,NA,4,NA,NA,NA
31190276,NCT00268905,116,toxicity which resolved to grade 2 or lower toxicity within 14 days,>=3,NA,FALSE,NA
31190276,NCT00268905,116,thrombocytopenia,4,NA,NA,NA
31190276,NCT00268905,116,thrombocytopenia with clinically signifcant bleeding,3,NA,NA,NA
31190276,NCT00268905,116,neutropenia not reversible to grade 3 or better in≤5 days without growth factor support,4,NA,NA,NA
31190276,NCT00268905,116,febrile neutropenia,NA,NA,FALSE,NA
31190276,NCT00268905,116,neutropenia associatedwith bacteremia or sepsis,NA,NA,NA,NA
29500276,NCT01696032,117,thrombocytopenia,4,>7 days,NA,NA
29500276,NCT01696032,117,neutropenia,4,>7 days,NA,NA
29500276,NCT01696032,117,febrile neutropenia,3 or 4,NA,NA,NA
29500276,NCT01696032,117,"nonhematologic toxicity, which could not be appropriately managed by supportive treatment",>=3,NA,NA,NA
29500276,NCT01696032,117,"any incidence of failure to recover absolute neutrophil count (ANC) to 1,000 cells/mm3 and/or platelets to >75,000 cells/mm3 by cycle 1, day 42",NA,NA,NA,NA
29500276,NCT01696032,117,any other clinically significant AE placing patients at undue safety risk or resulting in discontinuation of treatment,NA,NA,NA,NA
33539540,NCT02418624,118,toxicity that resulted in missing more than five doses of olaparib or that delayed the administration of carboplatin more than 7 days,>2,NA,NA,NA
33539540,NCT02418624,118,a dose delay of 7 days or more of the second cycle of olaparib-carboplatin,NA,NA,NA,NA
33539540,NCT02418624,118,anemia,4,NA,NA,NA
33539540,NCT02418624,118,neutropenia,4,>7 days,NA,NA
33539540,NCT02418624,118,febrile neutropenia,3 or 4,NA,NA,NA
33539540,NCT02418624,118,thrombocytopenia,4,NA,NA,NA
33539540,NCT02418624,118,thrombocytopenia with bleeding events,3,NA,NA,NA
33539540,NCT02418624,118,"diarrhea, vomiting and nausea despite adequate supportive treatment",>=3,NA,NA,NA
33539540,NCT02418624,118,increased liver biochemistry,>=3,>3 days,NA,NA
30327308,NCT02289690,119,thrombocytopenia,4,NA,NA,NA
30327308,NCT02289690,119,neutropenia,4,NA,NA,NA
30327308,NCT02289690,119,febrile neutropenia with fever,3,>7 days,NA,NA
30327308,NCT02289690,119,febrile neutropenia occurring during cycle 1 and associated with treatment delay of more than 14 days in initiating cycle 2 chemotherapy,4,NA,NA,NA
30327308,NCT02289690,119,nonhematologic toxicity that increased at least 2 grade levels from baseline,>=3,NA,TRUE,NA
30327308,NCT02289690,119,nonhematologic toxicity that increased at least 2 grade levels from baseline and required a treatment delay of more than 14 days in initiation of cycle 2,2,NA,NA,NA
30327308,NCT02289690,119,"any toxicity that increased at least 2 grade levels from baseline and required at least 1 of: dose modification within cycle 1 or omission of carboplatin, more than 1 daily etoposide dose, or >30% veliparib doses in cycle 1",NA,NA,NA,NA
31231786,NCT03201146,120,hematologic toxicity,4,NA,NA,NA
31231786,NCT03201146,120,other AEs,>=3,NA,FALSE,NA
31231786,NCT03201146,120,other AEs persisting more than two weeks afterappropriate treatment,NA,>2 weeks,NA,NA
30174176,NA,121,dose delay >3 weeks due to failure to recover counts,NA,NA,NA,NA
30174176,NA,121,febrile neutropenia,NA,NA,NA,NA
30174176,NA,121,neutropenia,4,>7 days,NA,NA
30174176,NA,121,thrombocytopenia,4,NA,NA,NA
30174176,NA,121,thrombocytopenia associated with clinically significant bleeding,3,NA,NA,NA
30174176,NA,121,non-hematologic toxicity,3 or 4,NA,FALSE,NA
33634324,NCT01304303,122,neutropenia,4,>7 days,NA,NA
33634324,NCT01304303,122,febrile neutropenia requiring parenteral antibiotic,4,NA,NA,NA
33634324,NCT01304303,122,thrombocytopenia,3,>7 days,NA,NA
33634324,NCT01304303,122,thrombocytopenia requiring platelet transfusion,3,NA,NA,NA
33634324,NCT01304303,122,hemorrhage,>=2,NA,NA,NA
33634324,NCT01304303,122,non-hematologic PICN-related toxicities,>=3,NA,FALSE,NA
33634324,NCT01304303,122,treatment delay for more than 7 days during the frst cycle (Cycle 1) of treatment with PICN monotherapy or its combination with carboplatin,NA,NA,FALSE,NA
31953695,NA,123,non-hematologic toxicity,3 or 4,NA,FALSE,NA
31953695,NA,123,electrolyte abnormalities that do not resolve within 72 h after appropriate electrolyte replacement therapy or are associated with EKG changes,3,NA,NA,NA
31953695,NA,123,thrombocytopenia,4,NA,NA,NA
31953695,NA,123,neutropenia complicated byfever,4,NA,NA,NA
31953695,NA,123,neutropenia without fever,4,>7 days,NA,NA
31388792,NCT00891072,124,nonhematological toxicity,>=3,NA,FALSE,NA
31388792,NCT00891072,124,"nausea, vomiting, or diarrhea uncontrolled bymaximal antiemetic/antidiarrheal therapy",3,NA,NA,NA
31388792,NCT00891072,124,neutropenia,4,>=7 days,NA,NA
31388792,NCT00891072,124,neutropenia with fever >38.5 °C,4,NA,NA,NA
31388792,NCT00891072,124,neutropenia with > grade 3 infection,3,NA,NA,NA
31388792,NCT00891072,124,elevated serum troponin,NA,NA,NA,NA
31388792,NCT00891072,124,carboplatin/paclitaxel infusionrelated events,4,NA,NA,NA
31388792,NCT00891072,124,thrombocytopenia of any grade if associatedwith clinically significant bleeding,NA,NA,NA,NA
31388792,NCT00891072,124,thrombocytopenia,NA,NA,NA,NA
34052705,NCT02185690,125,an inability to administer binimetinib on ≥75% of treatment days during cycle 1 due to an unresolved and related AE,NA,NA,NA,NA
34052705,NCT02185690,125,treatment delay of ≥14 days due to unresolved toxicity,NA,NA,NA,NA
34052705,NCT02185690,125,non-hematological toxicity,>=3,NA,NA,NA
34052705,NCT02185690,125,hematologic toxicity,>=4,NA,NA,NA
34052705,NCT02185690,125,febrile neutropenia,>=3,NA,NA,NA
34052705,NCT02185690,125,QTc prolongation ≥501ms,NA,NA,NA,NA
34052705,NCT02185690,125,ocular toxicity,NA,NA,NA,NA
34052705,NCT02185690,125,serum creatinine >2 times upper limit normal,NA,NA,NA,NA
34052705,NCT02185690,125,non-hematologic toxicity considered to be dose limiting at the discretion of the principal investigator,>=2,NA,NA,NA
31708167,NCT00989651,126,study related non-hematologic toxicity,3 or 4,NA,FALSE,NA
31708167,NCT00989651,126,any drug related death,NA,NA,NA,NA
31708167,NCT00989651,126,a dose delay >3 weeks due to failure to recover counts,NA,NA,NA,NA
31708167,NCT00989651,126,febrile neutropenia,NA,NA,NA,NA
31708167,NCT00989651,126,neutropenia,4,>=7 days,NA,NA
31708167,NCT00989651,126,thrombocytopenia,4,NA,NA,NA
31708167,NCT00989651,126,thrombocytopenia associated with bleeding,3,NA,NA,NA
30088048,NCT00809133,127,uncomplicated neutropenia,4,>7 days,NA,NA
30088048,NCT00809133,127,neutropenia associated withfever>38.5 °C,NA,NA,NA,NA
30088048,NCT00809133,127,platelets<25×109/L,NA,NA,NA,NA
30088048,NCT00809133,127,thrombocytopenia associated with bleeding requiring transfusion,3,NA,NA,NA
30088048,NCT00809133,127,decrease in LVEF,>=2,NA,NA,NA
30088048,NCT00809133,127,uncontrolled hypertension despite multiple anti-hypertension therapies,NA,NA,NA,NA
30088048,NCT00809133,127,worsening of renal function,>=2,NA,NA,NA
30088048,NCT00809133,127,diarrhea despite anti-diarrheal treatment,>2,NA,NA,NA
30088048,NCT00809133,127,diarrhea despite supportive care,>=2,>=7 days,NA,NA
30088048,NCT00809133,127,nausea and/or vomiting despite antiemetic treatment,>2,NA,NA,NA
30088048,NCT00809133,127,vomiting despite supportive care,>=2,>=7 days,NA,NA
30088048,NCT00809133,127,all other non-hematologic toxicities,>=3,NA,FALSE,NA
33513474,NCT01711541,128,neutropenia,4,>14 days,NA,NA
33513474,NCT01711541,128,febrile neutropenia,NA,NA,NA,NA
33513474,NCT01711541,128,thrombocytopenia,4,NA,NA,NA
33513474,NCT01711541,128,a dose delay of greater than 3 weeks due to failed count recovery,NA,NA,NA,NA
33513474,NCT01711541,128,Non-hematologic toxicity,3 or 4,NA,FALSE,NA
33513474,NCT01711541,128,hypertension,3,NA,NA,NA
33513474,NCT01711541,128,Any non-hematologic toxicity leading to a dose delay ofgreater than 3 weeks or any drug-related death,NA,NA,NA,NA
31791552,NCT01663857,130,nonhematologic toxicity,3 or 4,NA,FALSE,NA
31791552,NCT01663857,130,nausea/vomiting or diarrhea despite the use of adequate or maximal medical intervention,3 or 4,>=2 days,NA,NA
31791552,NCT01663857,130,electrolyte disturbances despite maximal supportive treatment,3 or 4,>=5 days,NA,NA
31791552,NCT01663857,130,hematologic toxicity,4,>5 days,NA,NA
31791552,NCT01663857,130,thrombocytopenia with bleeding,3,NA,NA,NA
31791552,NCT01663857,130,thrombocytopenia,4,NA,NA,NA
31791552,NCT01663857,130,neutropenia with fever,3 or 4,NA,NA,NA
31446228,NCT01868022,131,clinically significant non-hematologic toxicity,3 or 4,NA,NA,NA
31446228,NCT01868022,131,neutropenia,4,>7 days,NA,NA
31446228,NCT01868022,131,febrile neutropenia,NA,NA,NA,NA
31446228,NCT01868022,131,thrombocytopenia,4,NA,NA,NA
31446228,NCT01868022,131,clinically significant laboratory abnormalities,4,>48 days,NA,NA
31446228,NCT01868022,131,treatment delay of at least 14 days due to unresolved drug-related toxicity,NA,NA,NA,NA
30596402,NCT01165112,132,"any nonhaematological adverse event that is possibly, probably or definitely related to the drug combination within 28 days of the last dose of the study drug",>=4,NA,NA,NA
30596402,NCT01165112,132,the patient did not complete one full cycle of therapy due totoxicity from the treatment,NA,NA,NA,NA
30596402,NCT01165112,132,"any serious AE that is possibly, probably or definitely related to the drug combination, but does not meet the criteria above for a DLT, could be considered a DLT at the discretion of the study team",NA,NA,NA,NA
32665311,NCT01934361,133,NA,NA,NA,NA,Not defined
30842183,NA,134,neutropenia,4,>=5 days,NA,NA
30842183,NA,134,febrile neutropenia,3 or 4,NA,NA,NA
30842183,NA,134,thrombocytopenia,4,NA,NA,NA
30842183,NA,134,nonhematological toxicity,3,>=5 days,NA,NA
28790114,NCT02358200,135,nonhematologic treatment-related adverse event,>=3,NA,NA,NA
28790114,NCT02358200,135,neutropenia,4,>7 days,NA,NA
28790114,NCT02358200,135,febrile neutropenia,NA,NA,NA,NA
28790114,NCT02358200,135,thrombocytopenia with bleeding,3,NA,NA,NA
28790114,NCT02358200,135,thrombocytopenia,4,NA,NA,NA
