PMID,NCTID,CombnID,Drug_Name,MTD_Value,MTD_Unit,Frequency,Schedule,Comments
31708167,NCT00989651,126,carboplatin,6,AUC,1,day 1 every 21 days,Reg2c
31708167,NCT00989651,126,carboplatin,6,AUC,1,day 1 every 21 days,Reg2c
31708167,NCT00989651,126,bevacizumab,15,mg/kg,1,day 1 (starting cycle 2) every 21 days,Reg2c
31708167,NCT00989651,126,veliparib,250,mg,2,intermittent (i)  days -2 to 5 every 21 days,Reg2i
31708167,NCT00989651,126,paclitaxel,80,mg/m2,1,"on days 1, 8, and 15 every 21 days",Reg2i
31708167,NCT00989651,126,carboplatin,6,AUC,1,day 1 every 21 days,Reg2i
31708167,NCT00989651,126,carboplatin,6,AUC,1,day 1 every 21 days,Reg2i
31708167,NCT00989651,126,bevacizumab,15,mg/kg,1,day 1 (starting cycle 2) every 21 days,Reg2i
31708167,NCT00989651,126,veliparib,150,mg,2,continuous (c) ) days 1-21 every 21 days,Reg3c
31708167,NCT00989651,126,paclitaxel,135,mg/m2,1,day 1 every 21 days,Reg3c
31708167,NCT00989651,126,cisplatin,75,mg/m2,1,day 1 every 21 days,Reg3c
31708167,NCT00989651,126,cisplatin,75,mg/m2,1,day 1 every 21 days,Reg3c
31708167,NCT00989651,126,bevacizumab,15,mg/kg,1,day 1 (starting cycle 2) every 21 days,Reg3c
31708167,NCT00989651,126,veliparib,400,mg,2,intermittent (i)  days -2 to 5 every 21 days,Reg3i
31708167,NCT00989651,126,paclitaxel,135,mg/m2,1,day 1 every 21 days,Reg3i
31708167,NCT00989651,126,cisplatin,75,mg/m2,1,day 1 every 21 days,Reg3i
31708167,NCT00989651,126,cisplatin,75,mg/m2,1,day 1 every 21 days,Reg3i
31708167,NCT00989651,126,bevacizumab,15,mg/kg,1,day 1 (starting cycle 2) every 21 days,Reg3i
30088048,NCT00809133,127,afatinib,40,mg,1,"daily, beginning on Day 2 of Cycle 1 in 21-day cycles",RP2D
30088048,NCT00809133,127,carboplatin,6,AUC,1,on Day 1 of each 21-day cycle,RP2D
30088048,NCT00809133,127,carboplatin,6,AUC,1,on Day 1 of each 21-day cycle,RP2D
33513474,NCT01711541,128,carboplatin,6,AUC,1,day 1 every 21 days,RP2D
33513474,NCT01711541,128,carboplatin,6,AUC,1,day 1 every 21 days,RP2D
33513474,NCT01711541,128,paclitaxel,100,mg/m2,1,"days 1, 8, and 15 every 21 days",RP2D
33513474,NCT01711541,128,veliparib,350,mg,2,days 1–7 every 21 days,RP2D
31791552,NCT01663857,130,ralimetinib,200,mg,1,on Days 1e10 of a 21-day cycle,RP2D
31791552,NCT01663857,130,gemcitabine,1000,mg/m2,1,on Days 3and 10 of a 21-day cycle,RP2D
31791552,NCT01663857,130,carboplatin,4,AUC,1,on Day 3 of a 21-day cycle,RP2D
31791552,NCT01663857,130,carboplatin,4,AUC,1,on Day 3 of a 21-day cycle,RP2D
30596402,NCT01165112,132,bendamustine,120,mg/m2,1,on days 1 and 2 of each 21-day cycle,RP2D
30596402,NCT01165112,132,carboplatin,5,AUC,1,on day 1 of each 21-day cycle,RP2D
30596402,NCT01165112,132,carboplatin,5,AUC,1,on day 1 of each 21-day cycle,RP2D
30596402,NCT01165112,132,etoposide,100,mg/m2,1,on days 1–3 of each 21-day cycle,RP2D
30842183,NA,134,carboplatin,6,mg,1,on day 1 every 21 days,RP2D
30842183,NA,134,carboplatin,6,mg,1,on day 1 every 21 days,RP2D
30842183,NA,134,nab-paclitaxel,100,mg,1,on days 1 and 8 every 21 days,RP2D
32669375,NCT01590160,137,cisplatin,75,mg/m2,1,Day 1 every 21 days,cisplatin cohort
32669375,NCT01590160,137,cisplatin,75,mg/m2,1,Day 1 every 21 days,cisplatin cohort
32669375,NCT01590160,137,pemetrexed,500,mg/m2,1,Day 1 every 21 days,cisplatin cohort
32669375,NCT01590160,137,ganetespib,200,mg/m2,1,on day 1 and day 15 of each 21-day cycle,cisplatin cohort
32669375,NCT01590160,137,carboplatin,5,AUC,1,Day 1 every 21 days,carboplatin cohort
32669375,NCT01590160,137,carboplatin,5,AUC,1,Day 1 every 21 days,carboplatin cohort
32669375,NCT01590160,137,pemetrexed,500,mg/m2,1,Day 1 every 21 days,carboplatin cohort
32669375,NCT01590160,137,ganetespib,200,mg/m2,1,on day 1 and day 15 of each 21-day cycle,carboplatin cohort
32534811,NA,2,lifastuzumab vedotin,0,mg/kg,1,on the first day of 21-day cycles,MTD not reached
32534811,NA,2,carboplatin,0,AUC,1,on the first day of 21-day cycles,MTD not reached
32534811,NA,2,carboplatin,0,AUC,1,on the first day of 21-day cycles,MTD not reached
32146550,NCT02312661,7,carboplatin,6,AUC,1,on day 1 of every 3-week cycle,RP2D
32146550,NCT02312661,7,carboplatin,6,AUC,1,on day 1 of every 3-week cycle,RP2D
32146550,NCT02312661,7,paclitaxel,175,mg/m2,1,on day 1 of every 3-week cycle,RP2D
32146550,NCT02312661,7,metformin,300,mg,3,on day3 of cycle 1 and continued until 3 weeks after the last chemotherapy administration,RP2D
28413662,UMIN000007600,8,nab-paclitaxel,0,mg/m2,1,every 3 weeks,MTD not determined
28413662,UMIN000007600,8,carboplatin,6,AUC,1,every 3 weeks,MTD not determined
28413662,UMIN000007600,8,carboplatin,6,AUC,1,every 3 weeks,MTD not determined
28413662,UMIN000007600,8,trastuzumab,0,mg/kg,1,every 3 weeks,MTD not determined
28595616,NCT01256268,9,ridaforolimus,30,mg,1,day 1 every 3 weeks,RP2D
28595616,NCT01256268,9,paclitaxel,175,mg/m2,1,day 1 every 3 weeks,RP2D
28595616,NCT01256268,9,carboplatin,5,AUC,1,"on days 2–5 and days 8–12 during the first cycle of therapy and then 5 days a week (days 1–5, days 8–12, and days 15– 19) throughout the remainder of therapy beginning with the second cycle of therapy",RP2D
28595616,NCT01256268,9,carboplatin,5,AUC,1,"on days 2–5 and days 8–12 during the first cycle of therapy and then 5 days a week (days 1–5, days 8–12, and days 15– 19) throughout the remainder of therapy beginning with the second cycle of therapy",RP2D
32452601,NCT01251874,11,veliparib,250,mg,2,on days 1–21 every 21 days,RP2D
32452601,NCT01251874,11,carboplatin,5,AUC,1,every 21 days,RP2D
32452601,NCT01251874,11,carboplatin,5,AUC,1,every 21 days,RP2D
32568634,NCT02157792,12,m6620,90,mg/m2,1,on days 2 and 9 weekly in 21-day cycles,RP2D Part B
32568634,NCT02157792,12,carboplatin,5,AUC,1,on day 1 weekly in 21-day cycles,RP2D Part B
32568634,NCT02157792,12,carboplatin,5,AUC,1,on day 1 weekly in 21-day cycles,RP2D Part B
32568634,NCT02157792,12,m6620,240,mg/m2,1,weekly in 21-day cycles,RP2D Part A
32568634,NCT02157792,12,m6620,240,mg/m2,1,"on days 1 and 4, 8 and 11, and 15 and 18 of a 21-day cycle",RP2D Part A
33373402,NCT01644955,13,carboplatin,4,ug,1,every 28 days,RD
33373402,NCT01644955,13,carboplatin,4,ug,1,every 28 days,RD
31080557,NCT01445418,14,olaparib,400,mg,1,on days 1–7 of each 21-day cycle,RP2D
31080557,NCT01445418,14,carboplatin,4,AUC,1,on day 1 of each 21-day cycle,RP2D
31080557,NCT01445418,14,carboplatin,4,AUC,1,on day 1 of each 21-day cycle,RP2D
32559454,UMIN000011216,15,carboplatin,6,AUC,1,on day 1 every 4 weeks,RP2D
32559454,UMIN000011216,15,carboplatin,6,AUC,1,on day 1 every 4 weeks,RP2D
32559454,UMIN000011216,15,nab-paclitaxel,100,mg/m2,1,"on days 1, 8, and 15 every 4 weeks",RP2D
29781056,NCT01862328,17,pevonedistat,25,mg/m2,1,"on days 1, 3, and 5 of 21-day cycles",Arm 1
29781056,NCT01862328,17,docetaxel,75,mg/m2,1,on day 1 of 21-day cycles,Arm 1
29781056,NCT01862328,17,pevonedistat,20,mg/m2,1,"on days 1, 3, and 5 of 21-day cycles",Arm 2
29781056,NCT01862328,17,carboplatin,5,AUC,1,on day 1 of 21-day cycles,Arm 2
29781056,NCT01862328,17,carboplatin,5,AUC,1,on day 1 of 21-day cycles,Arm 2
29781056,NCT01862328,17,paclitaxel,175,mg/m2,1,on day 1 of 21-day cycles,Arm 2
30089585,NCT01573338,18,roniciclib,5,mg,2,"on days 1-3, 8-10, and 15-17 of each 21-day cycle",CIS-ETOP
30089585,NCT01573338,18,cisplatin,75,mg/m2,1,on day 1 of each 21-day cycle,CIS-ETOP
30089585,NCT01573338,18,cisplatin,75,mg/m2,1,on day 1 of each 21-day cycle,CIS-ETOP
30089585,NCT01573338,18,etoposide,100,mg/m2,1,on days 1–3 of each 21-day cycle,CIS-ETOP
30089585,NCT01573338,18,roniciclib,5,mg,2,"on days 1-3, 8-10, and 15-17 of each 21-day cycle",CARBO-ETOP
30089585,NCT01573338,18,carboplatin,75,mg/m2,1,on day 1 of each 21-day cycle,CARBO-ETOP
30089585,NCT01573338,18,carboplatin,75,mg/m2,1,on day 1 of each 21-day cycle,CARBO-ETOP
30089585,NCT01573338,18,etoposide,100,mg/m2,1,on days 1–3 of each 21-day cycle,CARBO-ETOP
27323902, NCT02418624,23,carboplatin,4,AUC,1,on day 1 of cycles 1 and 2 (every 3 weeks),The trial has been finished
27323902, NCT02418624,23,carboplatin,4,AUC,1,on day 1 of cycles 1 and 2 (every 3 weeks),The trial has been finished
27323902, NCT02418624,23,olaparib,300,mg,2,on day 1 every 3 weeks after cycle 2,The trial has been finished
22644799,NCT01016769,26,temsirolimus,25,mg,1,on days 1 and 8 of a 21-day cycle,RP2D
22644799,NCT01016769,26,carboplatin,1.5,AUC,1,on days 1 and 8 of a 21-day cycle,RP2D
22644799,NCT01016769,26,carboplatin,1.5,AUC,1,on days 1 and 8 of a 21-day cycle,RP2D
22644799,NCT01016769,26,paclitaxel,80,mg/m2,1,on days 1 and 8 of a 21-day cycle,RP2D
22837181,NCT00672295,31,dasatinib,150,mg,1,continuously on days 2 to 21 in the first cycle of therapy and continuously (days 1 to 21) throughout the remainder of therapy,RP2D
22837181,NCT00672295,31,paclitaxel,175,mg/m2,1,on day 1 of each 3-week cycle,RP2D
22837181,NCT00672295,31,carboplatin,6,AUC,1,on day 1 of each 3-week cycle,RP2D
22837181,NCT00672295,31,carboplatin,6,AUC,1,on day 1 of each 3-week cycle,RP2D
26616225,26616225,32,pegylated liposomal doxorubicin,30,mg/m2,1,on day 1 every 28 days,intermittent arm
26616225,26616225,32,carboplatin,5,AUC,1,on day 1 every 28 days,intermittent arm
26616225,26616225,32,carboplatin,5,AUC,1,on day 1 every 28 days,intermittent arm
26616225,26616225,32,veliparib,80,mg,2,on days 1–7 every 28 days,intermittent arm
26616225,26616225,32,pegylated liposomal doxorubicin,30,mg/m2,1,on day 1 every 28 days,continuous arm
26616225,26616225,32,carboplatin,5,AUC,1,on day 1 every 28 days,continuous arm
26616225,26616225,32,carboplatin,5,AUC,1,on day 1 every 28 days,continuous arm
26616225,26616225,32,veliparib,80,mg,2,on days 1–28 every 28 days,continuous arm
28028994,NA,35,genexol-pm,0,mg/m2,1,on the first day of every cycle (one cycle consisted of 3 weeks),RP2D
28028994,NA,35,carboplatin,5,AUC,1,on the first day of every cycle (one cycle consisted of 3 weeks),RP2D
28028994,NA,35,carboplatin,5,AUC,1,on the first day of every cycle (one cycle consisted of 3 weeks),RP2D
22665539,NA,39,carboplatin,35,mg/m2,1,30 doses in 6 weeks. 1 to 4 hours before eachfraction of radiation,RP2D
22665539,NA,39,carboplatin,35,mg/m2,1,30 doses in 6 weeks. 1 to 4 hours before eachfraction of radiation,RP2D
22665539,NA,39,craniospinal and boost radiotherapy,36,Gy,NA,Monday through Friday for 6 weeks,with boosts to sites of disease
22665539,NA,39,vincristine,1.5,mg/m2,1,weekly X 6 during RT,RP2D
25103371,NA,41,cetuximab,250,mg/m2,1,"on days 8, 15, and 22 of each 28-day cycle",at a loading dose of 400 mg/m2 on day 1
24387695,NCT00848718,43,mk-2206,45,mg,1,"on days 1, 3, 5, and 7 of each 21-day cycle",QOD schedule
24387695,NCT00848718,43,carboplatin,6,AUC,1,Day 1 of each 21-day cycle,QOD schedule
24387695,NCT00848718,43,carboplatin,6,AUC,1,Day 1 of each 21-day cycle,QOD schedule
24387695,NCT00848718,43,paclitaxel,200,mg/m2,1,Day 1 of each 21-day cycle,QOD schedule
24387695,NCT00848718,43,mk-2206,135,mg,1,Day 1 of each 21-day cycle,Q3W schedule
24387695,NCT00848718,43,carboplatin,6,AUC,1,Day 1 of each 21-day cycle,Q3W schedule
24387695,NCT00848718,43,carboplatin,6,AUC,1,Day 1 of each 21-day cycle,Q3W schedule
24387695,NCT00848718,43,paclitaxel,200,mg/m2,1,Day 1 of each 21-day cycle,Q3W schedule
23267154,UMIN 000005263,51,paclitaxel,90,mg/m2,1,consecutively on days 1 and 15 every 28 days,RP2D
23267154,UMIN 000005263,51,carboplatin,3,AUC,1,consecutively on days 1 and 15 every 28 days,RP2D
23267154,UMIN 000005263,51,carboplatin,3,AUC,1,consecutively on days 1 and 15 every 28 days,RP2D
24942022,NCT00101205,52,oxaliplatin,130,mg/m2,1,on day 1 every 21 days,fixed dose
24942022,NCT00101205,52,oxaliplatin,130,mg/m2,1,on day 1 every 21 days,fixed dose
28275119,NCT00756847,55,pilaralisib,200,mg,1,once daily starting on day 1,tablet
26119093,NA,57,vorinostat,0,mg,NA,NA,MTD not determined
26119093,NA,57,carboplatin,0,AUC,1,NA,MTD not determined
26119093,NA,57,carboplatin,0,AUC,1,NA,MTD not determined
26119093,NA,57,gemcitabine,0,mg/m2,1,NA,MTD not determined
23483678,NCT00607048,60,"cp-870,893",0.2,mg/kg,1,on DAY 3 of a 21-day cycle,Schedule A
23483678,NCT00607048,60,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule A
23483678,NCT00607048,60,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule A
23483678,NCT00607048,60,paclitaxel,175,mg/m2,1,on day 1 of a 21-day cycle,Schedule A
23483678,NCT00607048,60,"cp-870,893",0.2,mg/kg,1,on DAY 8 of a 21-day cycle,Schedule B
23483678,NCT00607048,60,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule B
23483678,NCT00607048,60,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule B
23483678,NCT00607048,60,paclitaxel,175,mg/m2,1,on day 1 of a 21-day cycle,Schedule B
27016411,NA,61,cidofovir,5,mg/kg,1,"weekly, over two consecutive weeks and then every two weeks from the start of CRT up to a total of 6 injectionsin 10 weeks",RP2D
27016411,NA,61,cidofovir,5,mg/kg,1,"weekly, over two consecutive weeks and then every two weeks from the start of CRT up to a total of 6 injectionsin 10 weeks",RP2D
26395450,NA,65,bendamustine,100,mg/m2,1,on days 1 and 2 every 21 days for a total of three cycles,RP2D
26395450,NA,65,irinotecan,150,mg/m2,1,on day 1 every 21 days for a total of three cycles,RP2D
26395450,NA,65,etoposide,100,mg/m2,1,"on days 1,-3 from Cycles 3 to 6 every 21 days",RP2D
26395450,NA,65,carboplatin,6,AUC,1,on day 1 from Cycles 3 to 6 every 21 days,RP2D
26395450,NA,65,carboplatin,6,AUC,1,on day 1 from Cycles 3 to 6 every 21 days,RP2D
27565810,JapicCTI-132162,66,pictilisib,340,mg,1,daily,RD
27565810,JapicCTI-132162,67,pictilisib,260,mg,1,daily,RD
27565810,JapicCTI-132162,67,carboplatin,6,AUC,1,on day 1 every 21 days,RD
27565810,JapicCTI-132162,67,carboplatin,6,AUC,1,on day 1 every 21 days,RD
27565810,JapicCTI-132162,67,paclitaxel,200,mg/m2,1,on day 1 every 21 days,RD
27565810,JapicCTI-132162,67,bevacizumab,15,mg/kg,1,on day 1 every 21 days,RD
27246305,NCT02217956,68,cisplatin,70,mg/m2,1,HIPEC performed within 10 weeks after the last  carboplatin,RD
27246305,NCT02217956,68,cisplatin,70,mg/m2,1,HIPEC performed within 10 weeks after the last  carboplatin,RD
23963796,NCT00528619,70,carboplatin,5,AUC,1,once every 3 weeks,the CDD MTD was not established
23963796,NCT00528619,70,carboplatin,5,AUC,1,once every 3 weeks,the CDD MTD was not established
23963796,NCT00528619,70,sunitinib,37.5,mg,1,"2 weeks on treatment, 1 week off treatment",schedule 2/1
23963796,NCT00528619,70,pemetrexed,500,mg/m2,1,once every 3 weeks,schedule 2/1
23963796,NCT00528619,70,carboplatin,5,AUC,1,once every 3 weeks,schedule 2/1
23963796,NCT00528619,70,carboplatin,5,AUC,1,once every 3 weeks,schedule 2/1
19088046,NA,74,ixabepilone,30,mg/m2,1,on day 1 of a 21-day cycle,RD for schedule A
19088046,NA,74,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,RD for schedule A
19088046,NA,74,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,RD for schedule A
19088046,NA,74,ixabepilone,20,mg/m2,1,on days 1 and 8 of a 21-day cycle,RD for schedule B
19088046,NA,74,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,RD for schedule B
19088046,NA,74,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,RD for schedule B
19297278,NA,85,ts-1,80,mg/m2,2,"14 consecutive days, followed by a 14-day rest period",RD
19297278,NA,85,carboplatin,6,AUC,1,on day 8 of the 14-day Ts-1 administration,RD
19297278,NA,85,carboplatin,6,AUC,1,on day 8 of the 14-day Ts-1 administration,RD
19520687,NA,13,carboplatin,2,AUC,1,weekly,fixed
19520687,NA,13,carboplatin,2,AUC,1,weekly,fixed
19800673,NA,14,fdr gemcitabine,1000,mg/m2,1,on days 1 and 8 for 21-day cycles,Arm 1
19800673,NA,14,carboplatin,5,AUC,1,on day 1 for 21-day cycles,Arm 1
19800673,NA,14,carboplatin,5,AUC,1,on day 1 for 21-day cycles,Arm 1
19800673,NA,15,fdr gemcitabine,1000,mg/m2,1,on days 1 and 8 for 21-day cycles,Arm 2
19800673,NA,15,carboplatin,2.5,AUC,1,on days 1 and 8 for 21-day cycles,Arm 2
19800673,NA,15,carboplatin,2.5,AUC,1,on days 1 and 8 for 21-day cycles,Arm 2
20049927,NA,19,cyclophosphamide,2000,mg/m2,1,on days 1 and 2 every 21 days,MTD not determined
20049927,NA,19,etoposide,200,mg/m2,1,on days 1–3 every 21 days,MTD not determined
20049927,NA,19,carboplatin,0,mg/m2,1,on days 1 and 2 every 21 days,MTD not determined
20049927,NA,19,carboplatin,0,mg/m2,1,on days 1 and 2 every 21 days,MTD not determined
20159815,NA,21,paclitaxel,200,mg/m2,1,on day 1 of each 21-daycycle,MTD not reached
20159815,NA,21,carboplatin,6,AUC,1,on day 1 of each 21-daycycle,MTD not reached
20159815,NA,21,carboplatin,6,AUC,1,on day 1 of each 21-daycycle,MTD not reached
20159815,NA,21,bevacizumab,15,mg/kg,1,on day 1 of each 21-daycycle,MTD not reached
20927639,NA,25,trabectedin,0.8,mg/m2,1,q4wk,RD in carboplatin-pretreated patients
20927639,NA,25,carboplatin,5,AUC,1,q4wk,RD in carboplatin-pretreated patients
20927639,NA,25,carboplatin,5,AUC,1,q4wk,RD in carboplatin-pretreated patients
19531625,NA,27,carboplatin,4,AUC,1,on day 1 every 28 d,C->T schedule
19531625,NA,27,carboplatin,4,AUC,1,on day 1 every 28 d,C->T schedule
19531625,NA,27,topotecan,0.5,mg/m2,1,on days 1-3 every 28 d,C->T schedule
19531625,NA,27,topotecan,0.5,mg/m2,1,on days 1-3 every 28 d,C->T schedule
19531625,NA,27,carboplatin,6,AUC,1,on days 1-3 every 28 d,T->C schedule
19531625,NA,27,carboplatin,6,AUC,1,on days 1-3 every 28 d,T->C schedule
19531625,NA,27,topotecan,0.9,mg/m2,1,on day 3 every 28 d,T->C schedule
19531625,NA,27,topotecan,0.9,mg/m2,1,on day 3 every 28 d,T->C schedule
19096311,NA,38,thoracic radiation therapy,1.8,Gy,1,NA,No MTD determined as the combination produced excessive toxicity
21140147,NA,39,sunitinib,25,mg,1,on days 1-14 of each 21-day cycle,schedule 2/1
21140147,NA,39,paclitaxel,175,mg/m2,1,on day 1 of each 21-day cycle,schedule 2/1
21140147,NA,39,carboplatin,6,AUC,1,on day 1 of each 21-day cycle,schedule 2/1
21140147,NA,39,carboplatin,6,AUC,1,on day 1 of each 21-day cycle,schedule 2/1
16203659,NA,49,topotecan,7,AUC,1,on Day 1–5 every 21 days,"AUC 7-23 (ng/mL*hr) maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,topotecan,7,AUC,1,on Day 1–5 every 21 days,"AUC 7-23 (ng/mL*hr) maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,etoposidey,50,mg/m2,2,on Days 6–8 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,carboplatin,5,AUC,1,on Day 5 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,carboplatin,5,AUC,1,on Day 5 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,topotecan,37,AUC,1,on Day 1–3 every 21 days,"AUC 37-53 (ng/mL*hr) maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,topotecan,37,AUC,1,on Day 1–3 every 21 days,"AUC 37-53 (ng/mL*hr) maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,etoposidey,50,mg/m2,2,on Days 4-6 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,carboplatin,5,AUC,1,on Day 3 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
16203659,NA,49,carboplatin,5,AUC,1,on Day 3 every 21 days,"maximum-tolerated systemic exposure
(MTSE)"
17882655,NCT00117572,51,carboplatin,6,AUC,1,on Day 1 for two 4-week cycles,RP2D in induction chemotherapy
17882655,NCT00117572,51,carboplatin,6,AUC,1,on Day 1 for two 4-week cycles,RP2D in induction chemotherapy
17882655,NCT00117572,51,docetaxel,35,mg/m2,1,"on Days 1, 8, 15 for two 4-week cycles",RP2D in induction chemotherapy
17882655,NCT00117572,51,docetaxel,25,mg/m2,1,on Day 1 for 5 2-week cycle,RP2D in concomitant chemoradiation 1-2 weeks after induction chemotherapy
17882655,NCT00117572,51,hydroxyurea,500,mg,2,"days 0, 1-5  for 5 2-week cycle",RP2D in concomitant chemoradiation 1-2 weeks after induction chemotherapy
17882655,NCT00117572,51,5-fu,600,mg/m2,1,"days 0, 1-4 for 5 2-week cycle",RP2D in concomitant chemoradiation 1-2 weeks after induction chemotherapy
17882655,NCT00117572,51,rt,1.5,Gy,2,on days 1-5 for 5 2-week cycle,RP2D in concomitant chemoradiation 1-2 weeks after induction chemotherapy
16622691,NA,52,gemcitabine,1500,mg/m2,1,on days 1 and 15 every 4 weeks,RP2D
16622691,NA,52,irinotecan,180,mg/m2,1,on days 1 and 15 every 4 weeks,RP2D
16193241,NA,53,etoposide,50,mg/m2,1,on days 2 and 3 every 21 days,i.v.
