PMID,NCTID,ES,DesignType,schema
26706729,NA,Escalation,3 + 3,"A 3 + 3 dose escalation design was used to define the MTD. The initial dose escalation phase included patients for second-line aNSCLC. Patients had to have recovered from any prior treatment-related toxicities, except any grade (G) alopecia, G2 fatigue or G1 neurotoxicity. After the MTD was defined in the second-line patients, further dose escalation from this MTD was planned in first-line aNSCLC. The final MTD was to be expanded in a further 20 patients."
30783204, NCT01323530,Escalation,3 + 3,"The phase 1b dose-escalation part had a “3+3” design. Sequential cohorts of 3–6 patients received eribulin mesilate (2–5-min intravenous administration) according to schedule 1 (1.2, 1.6, or 2.0 mg/m2 [equivalent to eribulin 1.05, 1.40, and 1.75 mg/m2, respectively, expressed as free base] on day 1 of a 21-day cycle) or schedule 2 (0.7, 1.1, or 1.4 mg/m2 [equivalent to eribulin 0.62, 0.97, and 1.23 mg/m2, respectively, expressed as free base] on days 1 and 8 of a 21-day cycle), in combination with twice-daily oral capecitabine (1000 mg/m2 on days 1–14 of a 21-day cycle)."
24820348,NA,Escalation,3 + 3,"The primary objective was to determine the MTD and RD of CPT-11 in combination with capecitabine at a fixed dose of 1,657 mg/m 2 /day for 21 consecutive days, followed by 7 days of rest. CPT-11 was administered as a 30-min intravenous infusion on days 1 and 15 of each cycle until disease progression, with the cycle repeated every 28 days. The initial dose of CPT-11 was 80 mg/m 2 (level 1), with increases in increments of 10 mg/m 2 to 110 mg/m 2 , unless the MTD was achieved. The MTD was determined based on toxicities encountered during the first 2 cycles. At least 3 patients were treated at each dose level. If no DLT was observed in the first 3 patients, the dose was increased to the next level. If 1 of the 3 patients developed any DLT, an additional 3 patients were added at the same dose level. If none of these additional patients developed DLT, the dose was increased. The MTD was defined as the dose level at which 2 or more of 3 (or, in the case described above, 6) patients developed DLTs. The RD was defined as 1 dose level under the MTD."
29330005,NA,Escalation,3 + 3,"The starting dose was oxaliplatin 75 mg/m2, with increases in 5-mg/m2 increments; irinotecan 160 mg/m2, with increases in 10-mg/m2 increments; and capecitabine 750 mg/m2 BID, increased to 850, 950, and 1000 mg/m2 BID. The sequence and magnitude of the dosage increments during dose escalation were considered independently for each drug, according to the type and severity of toxicity encountered in the previous cohort. Dose escalation was allowed between patient cohorts but not within individual patients. The maximum tolerated dose (MTD) was defined as the highest dose level (DL) at which  33% of patients experienced a dose-limiting toxicity (DLT)"
31266024,NA,Escalation,3 + 3,"This phase I study was designed to determine the recommended dose (RD) of neoadjuvant chemotherapy, and it was conducted at our institution. The protocol treatment consisted of a fixed dose of oral capecitabine ( 1,000 mg/m_SP_2_sp_) twice daily on days 1–7, fixed oxaliplatin (85 mg/m2) i.v. on day 1, and irinotecan i.v. on day 1. We chose an irinotecan dose of 150 mg/m2 (level 1), which is the maximum dosage approved for use in Japan, for the first level (Fig. 1). Irinotecan in 5% dextrose (250 mL) was administered over the course of 90 min and was followed immediately by a concomitant infusion of oxaliplatin in 5% dextrose (250 mL) and 200 mg/m2 leucovorin in 5% dextrose (250 mL), given over the course of 2 h through a Y connector. Treatment was repeated every 2 weeks until disease progression. A maximum of six cycles of therapy was planned. Six patients were treated at dose level 1. If the dose-limiting toxicity (DLT) was found in less than 3 of the 6 patients at level 1, this level was defined to be the RD. If the DLT was found in 3 or more of the 6 patients, the next group of patients received a de-escalated dose level (level 0: 120 mg/m2 irinotecan). If the DLT was found in 3 or more of the 6 patients at dose level 0, the next de-escalated dose level was level –1 (100 mg/m2 irinotecan). If the DLT affected 3 or more of the 6 patients despite the two-stage de-escalation of dose level, the continuation of this study would be discussed."
26460795,NCT01226732,Escalation,3 + 3,"A standard 3+3 dose escalation design was used to assess dose levels of AUY922 across cohorts of 3–6 patients. Dose level 1 began the escalation process, with 3 patients enrolled on each dose level. If 1 of 3 patients experienced a dose limiting toxicity (DLT), the dose level was expanded to 6 patients. If 2 of 3 patients experienced a DLT, the maximum tolerated dose (MTD) had been exceeded and the next lower dose was evaluated for MTD criteria. If only 3 patients had been evaluated on this dose level, 3 additional patients were enrolled. AUY922 was contained in a 10 mL glass vial with a 5 mg/mL active drug substance in 5% aqueous glucose solution, and was administered as an intravenous (IV) infusion over 60 minutes on days 1, 8, 15 of cycle 1 (21 days). Capecitabine, in 500 mg film-coated tablets, was sourced from commercial supply and administered orally-twice daily for the first 14 days of each cycle; doses were rounded to the nearest 500 mg dose. Patients continued to receive treatment until disease progression or intolerable toxicity warranted discontinuation from study. A maximum of two dose reductions of each drug were permitted to allow patients to remain on study; AUY922 and capecitabine could be dose reduced or held individually"
29153866,NCT01300962,Escalation,3 + 3,"The study used a traditional “3 þ 3” design. If none of the initial 3 patients enrolled experienced a DLT within the first 3 weeks, the subsequent cohort of patients was treated at the next dose level. If 1 of the 3 patients in any cohort experienced a DLT, 3 additional patients were enrolled into that same cohort. If only 1 of these 6 patients experienced DLT, subsequent patients were enrolled into the next cohort. If  2 of these 6 patients experienced a DLT, or 2 patients experienced a DLT in a cohort of 3 patients, the MTD was considered to have been exceeded. If 2 patients experienced a DLT in a cohort of 3 patients, 3 additional patients were assigned to the lower dose level, unless 6 patients had already been enrolled at that dose level, or if this had occurred in cohort 1."
31675952,NCT01661972,Escalation,3 + 3,Patients in the dose escalation cohort were evaluable for DLT if they completed cycle one or experienced a DLT in cycle one. Patients not evaluable for DLT were replaced. 
30418178,NA,Escalation,3 + 3,"The study used the standard 3+3 dose escalation design. The study drug dose was escalatedto the next higher level if 0 of the first 3 patients developed dose-limiting toxicity (DLT). If 1 of the first 3 patients developed DLTs, 3 additional patients were to be enrolled for treatment at the same dose level. If no further DLT was encountered, dose-escalation resumed. If > 1 patient developed DLT, the next cohort of 3 patents was to be treated at the next lower dose level. "
27390847,NCT00845884,Escalation,3 + 3,"The doses of docetaxel and cisplatin were planned to gradually increase, by 5 mg/m2 for each drug, to a maximum dose of 35 mg/m2 unless dose limiting toxicity (DLT) was observed during the first two cycles of treatment with a minimum of three subjects per cohort. If one of the first three patients in a cohort experienced DLT, three additional patients were to be treated in the same dose level. If two or more patients in the cohort experienced DLT, the next patients were to be treated with a lower dose level. In case of excessive toxicity in the starting dose level, lower dose levels were preplanned. DLT was defined as the occurrence of grade 4 or 5 hematologic toxicity, grade 3 or higher non-hematologic toxicity or any delay in treatment due to toxicity of more than one week. MTD was defined as the dose one level below the dose at which two or more patients in the cohort experienced DLT."
29573846,NA,Escalation,3 + 3,"A fixed dose of cisplatinum of 60 mg/m2 was used throughout phase I. Doses of docetaxel and capecitabine were varied, as shown in Table 1. Three patients were initially assigned to dose level 0 (DL0). If no dose-limiting toxicity (DLT) occurred within the first two cycles, three patients were assigned to the next dose level (DL1). If one patient developed a DLT at DL0 a further three patients were assigned to DL0. If no further DLTs occurred at DL0, then three patients were assigned to the next dose level (DL1). If a further DLT occurred, i.e. two of six patients at DL0, then three patients would be assigned to the preceding dose level (DLe1). Patients would be assigned to increasing or decreasing dose levels according to this scheme until a dose level was identified with acceptable toxicity (no DLT in three patients or one DLT in six patients), designated the MTD, with the dose level immediately above the MTD showing unacceptable toxicity (DLT in at least two of three or two of six patients). The MTD would be used for the remainder of the trial"
